Datetime,Close,High,Low,Open,Volume
2025-06-13 01:07:00+00:00,58400,58400,58300,58400,16402
2025-06-13 01:08:00+00:00,58450,58500,58350,58400,30235
2025-06-13 01:09:00+00:00,58500,58500,58400,58400,13370
2025-06-13 01:10:00+00:00,58550,58600,58400,58500,61621
2025-06-13 01:11:00+00:00,58500,58600,58400,58550,47414
2025-06-13 01:12:00+00:00,58450,58500,58400,58400,11395
2025-06-13 01:13:00+00:00,58400,58450,58300,58450,85854
2025-06-13 01:14:00+00:00,58500,58500,58300,58300,30488
2025-06-13 01:15:00+00:00,58400,58500,58400,58400,8973
2025-06-13 01:16:00+00:00,58350,58450,58300,58450,60898
2025-06-13 01:17:00+00:00,58350,58350,58300,58300,11050
2025-06-13 01:18:00+00:00,58350,58400,58300,58350,16244
2025-06-13 01:19:00+00:00,58300,58400,58300,58300,21457
2025-06-13 01:20:00+00:00,58300,58350,58300,58300,32616
2025-06-13 01:21:00+00:00,58400,58400,58200,58300,129509
2025-06-13 01:22:00+00:00,58350,58400,58300,58300,72167
2025-06-13 01:23:00+00:00,58300,58400,58300,58350,15950
2025-06-13 01:24:00+00:00,58300,58400,58300,58350,15354
2025-06-13 01:25:00+00:00,58300,58400,58300,58400,16587
2025-06-13 01:26:00+00:00,58350,58350,58300,58300,12524
2025-06-13 01:27:00+00:00,58250,58350,58200,58300,63628
2025-06-13 01:28:00+00:00,58200,58300,58200,58300,10151
2025-06-13 01:29:00+00:00,58250,58250,58200,58200,10419
2025-06-13 01:30:00+00:00,58200,58250,58200,58250,64974
2025-06-13 01:31:00+00:00,58250,58250,58200,58250,11374
2025-06-13 01:32:00+00:00,58200,58250,58200,58250,8354
2025-06-13 01:33:00+00:00,58300,58300,58200,58200,41155
2025-06-13 01:34:00+00:00,58350,58400,58200,58300,84519
2025-06-13 01:35:00+00:00,58350,58400,58300,58300,5860
2025-06-13 01:36:00+00:00,58300,58350,58300,58350,8617
2025-06-13 01:37:00+00:00,58350,58350,58300,58350,8408
2025-06-13 01:38:00+00:00,58350,58350,58300,58350,16261
2025-06-13 01:39:00+00:00,58350,58400,58300,58350,12586
2025-06-13 01:40:00+00:00,58450,58500,58350,58400,76927
2025-06-13 01:41:00+00:00,58400,58500,58300,58400,78384
2025-06-13 01:42:00+00:00,58450,58500,58400,58450,33891
2025-06-13 01:43:00+00:00,58450,58500,58400,58400,20056
2025-06-13 01:44:00+00:00,58500,58600,58400,58450,64607
2025-06-13 01:45:00+00:00,58500,58500,58400,58450,28895
2025-06-13 01:46:00+00:00,58500,58600,58400,58500,35582
2025-06-13 01:47:00+00:00,58550,58600,58500,58600,10243
2025-06-13 01:48:00+00:00,58550,58600,58500,58550,11819
2025-06-13 01:49:00+00:00,58500,58550,58500,58550,32206
2025-06-13 01:50:00+00:00,58500,58550,58500,58550,47037
2025-06-13 01:51:00+00:00,58450,58550,58400,58500,61856
2025-06-13 01:52:00+00:00,58500,58500,58400,58500,9488
2025-06-13 01:53:00+00:00,58400,58550,58400,58500,68470
2025-06-13 01:54:00+00:00,58500,58550,58400,58400,67339
2025-06-13 01:55:00+00:00,58400,58500,58400,58500,7210
2025-06-13 01:56:00+00:00,58450,58600,58400,58400,48778
2025-06-13 01:57:00+00:00,58400,58500,58400,58450,14492
2025-06-13 01:58:00+00:00,58400,58500,58400,58500,11190
2025-06-13 01:59:00+00:00,58400,58500,58400,58500,7534
2025-06-13 02:00:00+00:00,58450,58450,58400,58400,15842
2025-06-13 02:01:00+00:00,58400,58450,58300,58400,141396
2025-06-13 02:02:00+00:00,58400,58500,58300,58350,34490
2025-06-13 02:03:00+00:00,58400,58500,58400,58500,7573
2025-06-13 02:04:00+00:00,58450,58450,58400,58400,8886
2025-06-13 02:05:00+00:00,58450,58500,58400,58400,13605
2025-06-13 02:06:00+00:00,58450,58450,58400,58450,16192
2025-06-13 02:07:00+00:00,58350,58450,58300,58400,121683
2025-06-13 02:08:00+00:00,58350,58400,58300,58350,10174
2025-06-13 02:09:00+00:00,58400,58400,58300,58300,14709
2025-06-13 02:10:00+00:00,58350,58400,58300,58400,11682
2025-06-13 02:11:00+00:00,58300,58350,58300,58300,142306
2025-06-13 02:12:00+00:00,58350,58400,58200,58300,93277
2025-06-13 02:13:00+00:00,58350,58350,58300,58350,11338
2025-06-13 02:14:00+00:00,58350,58350,58300,58350,15585
2025-06-13 02:15:00+00:00,58350,58350,58300,58300,19534
2025-06-13 02:16:00+00:00,58300,58350,58200,58300,78578
2025-06-13 02:17:00+00:00,58200,58300,58200,58300,11171
2025-06-13 02:18:00+00:00,58300,58300,58200,58250,29496
2025-06-13 02:19:00+00:00,58250,58300,58200,58250,14608
2025-06-13 02:20:00+00:00,58200,58250,58200,58200,15580
2025-06-13 02:21:00+00:00,58200,58250,58200,58200,10460
2025-06-13 02:22:00+00:00,58200,58250,58200,58200,23397
2025-06-13 02:23:00+00:00,58250,58250,58200,58250,9343
2025-06-13 02:24:00+00:00,58200,58250,58200,58200,46748
2025-06-13 02:25:00+00:00,58200,58250,58200,58200,59429
2025-06-13 02:26:00+00:00,58200,58250,58200,58200,17906
2025-06-13 02:27:00+00:00,58150,58250,58100,58250,128126
2025-06-13 02:28:00+00:00,58150,58200,58100,58150,15158
2025-06-13 02:29:00+00:00,58150,58150,58100,58100,14422
2025-06-13 02:30:00+00:00,58100,58150,58100,58100,12370
2025-06-13 02:31:00+00:00,58150,58150,58100,58100,16270
2025-06-13 02:32:00+00:00,58100,58150,58000,58150,268617
2025-06-13 02:33:00+00:00,58100,58100,58000,58000,47011
2025-06-13 02:34:00+00:00,58100,58200,58000,58100,71433
2025-06-13 02:35:00+00:00,58100,58200,58100,58100,11619
2025-06-13 02:36:00+00:00,58150,58150,58100,58100,22852
2025-06-13 02:37:00+00:00,58100,58150,58100,58100,11021
2025-06-13 02:38:00+00:00,58150,58200,58000,58150,104009
2025-06-13 02:39:00+00:00,58100,58150,58100,58150,16251
2025-06-13 02:40:00+00:00,58150,58150,58100,58100,23801
2025-06-13 02:41:00+00:00,58000,58200,58000,58150,29675
2025-06-13 02:42:00+00:00,58000,58100,58000,58000,15023
2025-06-13 02:43:00+00:00,58000,58100,58000,58000,11013
2025-06-13 02:44:00+00:00,58000,58100,57900,58050,375894
2025-06-13 02:45:00+00:00,58100,58100,58000,58100,14307
2025-06-13 02:46:00+00:00,58100,58200,58000,58100,60445
2025-06-13 02:47:00+00:00,58100,58200,58000,58200,28737
2025-06-13 02:48:00+00:00,58000,58100,58000,58100,10840
2025-06-13 02:49:00+00:00,58100,58100,58000,58100,38408
2025-06-13 02:50:00+00:00,58000,58100,58000,58000,13330
2025-06-13 02:51:00+00:00,58100,58100,58000,58000,13778
2025-06-13 02:52:00+00:00,58050,58100,58000,58000,17968
2025-06-13 02:53:00+00:00,58100,58100,58000,58100,19050
2025-06-13 02:54:00+00:00,58050,58100,58000,58000,13198
2025-06-13 02:55:00+00:00,58000,58100,58000,58050,16354
2025-06-13 02:56:00+00:00,58000,58100,58000,58050,9934
2025-06-13 02:57:00+00:00,58000,58100,58000,58000,11872
2025-06-13 02:58:00+00:00,58050,58100,58000,58050,12737
2025-06-13 02:59:00+00:00,58100,58100,58000,58050,86664
2025-06-13 03:00:00+00:00,58100,58200,58000,58050,32000
2025-06-13 03:01:00+00:00,58100,58100,58000,58100,31326
2025-06-13 03:02:00+00:00,58100,58100,58050,58050,14427
2025-06-13 03:03:00+00:00,58100,58100,58000,58100,13402
2025-06-13 03:04:00+00:00,58100,58100,58000,58100,12648
2025-06-13 03:05:00+00:00,58000,58100,58000,58000,9872
2025-06-13 03:06:00+00:00,58000,58100,58000,58000,15968
2025-06-13 03:07:00+00:00,58000,58100,58000,58000,10974
2025-06-13 03:08:00+00:00,58200,58200,58000,58000,111441
2025-06-13 03:09:00+00:00,58050,58150,58050,58100,68338
2025-06-13 03:10:00+00:00,58100,58200,58000,58050,23087
2025-06-13 03:11:00+00:00,58050,58200,58000,58100,19894
2025-06-13 03:12:00+00:00,58100,58200,58000,58100,22335
2025-06-13 03:13:00+00:00,58100,58150,58100,58100,15509
2025-06-13 03:14:00+00:00,58100,58150,58100,58150,13051
2025-06-13 03:15:00+00:00,58100,58150,58100,58100,9872
2025-06-13 03:16:00+00:00,58100,58200,58100,58150,8330
2025-06-13 03:17:00+00:00,58200,58200,58100,58100,9411
2025-06-13 03:18:00+00:00,58100,58200,58100,58100,9154
2025-06-13 03:19:00+00:00,58100,58200,58100,58100,11028
2025-06-13 03:20:00+00:00,58100,58200,58100,58150,9846
2025-06-13 03:21:00+00:00,58100,58200,58100,58100,10453
2025-06-13 03:22:00+00:00,58100,58200,58000,58100,79575
2025-06-13 03:23:00+00:00,58100,58100,58000,58100,21053
2025-06-13 03:24:00+00:00,58150,58200,58050,58100,49532
2025-06-13 03:25:00+00:00,58100,58200,58100,58200,8083
2025-06-13 03:26:00+00:00,58100,58150,58000,58100,44301
2025-06-13 03:27:00+00:00,58100,58100,58050,58050,14224
2025-06-13 03:28:00+00:00,58100,58100,58000,58100,12102
2025-06-13 03:29:00+00:00,58000,58100,58000,58100,10097
2025-06-13 03:30:00+00:00,58050,58100,58000,58050,12510
2025-06-13 03:31:00+00:00,58050,58100,58000,58000,53847
2025-06-13 03:32:00+00:00,58050,58100,58050,58050,9609
2025-06-13 03:33:00+00:00,58000,58100,58000,58050,90975
2025-06-13 03:34:00+00:00,58050,58050,58000,58000,40994
2025-06-13 03:35:00+00:00,58000,58050,58000,58000,9449
2025-06-13 03:36:00+00:00,58000,58050,58000,58000,17351
2025-06-13 03:37:00+00:00,58050,58050,58000,58000,20720
2025-06-13 03:38:00+00:00,58050,58050,58000,58050,11908
2025-06-13 03:39:00+00:00,58000,58050,58000,58000,13428
2025-06-13 03:40:00+00:00,58000,58050,58000,58000,28017
2025-06-13 03:41:00+00:00,58000,58050,58000,58050,9656
2025-06-13 03:42:00+00:00,58000,58050,58000,58000,78146
2025-06-13 03:43:00+00:00,58000,58050,57900,58000,74957
2025-06-13 03:44:00+00:00,58000,58000,57900,57950,95746
2025-06-13 03:45:00+00:00,58000,58100,57900,57900,28570
2025-06-13 03:46:00+00:00,58000,58050,58000,58000,10920
2025-06-13 03:47:00+00:00,58050,58050,58000,58000,12143
2025-06-13 03:48:00+00:00,58050,58050,58000,58050,11428
2025-06-13 03:49:00+00:00,58000,58100,57900,58000,39380
2025-06-13 03:50:00+00:00,58050,58050,58000,58000,10990
2025-06-13 03:51:00+00:00,58000,58050,58000,58000,13417
2025-06-13 03:52:00+00:00,58000,58100,58000,58000,12789
2025-06-13 03:53:00+00:00,58000,58050,58000,58000,16163
2025-06-13 03:54:00+00:00,58050,58100,58000,58050,61720
2025-06-13 03:55:00+00:00,58100,58200,58000,58100,59894
2025-06-13 03:56:00+00:00,58150,58200,58100,58100,20574
2025-06-13 03:57:00+00:00,58100,58150,58100,58100,11440
2025-06-13 03:58:00+00:00,58150,58150,58100,58100,21753
2025-06-13 03:59:00+00:00,58100,58150,58100,58100,17516
2025-06-13 04:00:00+00:00,58100,58200,58000,58100,55252
2025-06-13 04:01:00+00:00,58100,58200,58000,58000,33744
2025-06-13 04:02:00+00:00,58100,58100,58000,58050,14569
2025-06-13 04:03:00+00:00,58050,58100,58000,58000,22129
2025-06-13 04:04:00+00:00,58000,58050,58000,58000,16656
2025-06-13 04:05:00+00:00,58050,58050,58000,58000,13766
2025-06-13 04:06:00+00:00,58050,58050,58000,58050,12946
2025-06-13 04:07:00+00:00,58100,58100,58000,58050,127321
2025-06-13 04:08:00+00:00,58000,58100,58000,58000,12643
2025-06-13 04:09:00+00:00,58000,58100,58000,58050,28951
2025-06-13 04:10:00+00:00,58000,58050,58000,58000,17371
2025-06-13 04:11:00+00:00,58000,58050,58000,58000,27929
2025-06-13 04:12:00+00:00,57900,58050,57900,58050,56174
2025-06-13 04:13:00+00:00,57900,58000,57900,58000,10511
2025-06-13 04:14:00+00:00,57900,57950,57900,57900,24976
2025-06-13 04:15:00+00:00,57900,57950,57900,57900,60697
2025-06-13 04:16:00+00:00,57850,57950,57800,57900,196212
2025-06-13 04:17:00+00:00,57800,57900,57800,57800,27250
2025-06-13 04:18:00+00:00,57800,57900,57800,57800,31460
2025-06-13 04:19:00+00:00,57800,57900,57800,57800,87213
2025-06-13 04:20:00+00:00,57850,57850,57800,57800,18721
2025-06-13 04:21:00+00:00,57900,57900,57800,57800,20526
2025-06-13 04:22:00+00:00,57850,57900,57800,57900,15270
2025-06-13 04:23:00+00:00,57850,57900,57800,57800,16107
2025-06-13 04:24:00+00:00,57800,57900,57800,57900,16522
2025-06-13 04:25:00+00:00,57900,57900,57800,57800,23862
2025-06-13 04:26:00+00:00,57800,57900,57800,57850,14322
2025-06-13 04:27:00+00:00,57800,57900,57800,57800,19394
2025-06-13 04:28:00+00:00,57850,57900,57800,57800,27023
2025-06-13 04:29:00+00:00,57900,57900,57800,57900,89893
2025-06-13 04:30:00+00:00,57900,58000,57800,57850,73780
2025-06-13 04:31:00+00:00,57900,58000,57900,57900,6135
2025-06-13 04:32:00+00:00,58000,58000,57900,57950,11823
2025-06-13 04:33:00+00:00,57900,58000,57900,57900,9408
2025-06-13 04:34:00+00:00,57900,58000,57900,57900,8288
2025-06-13 04:35:00+00:00,57950,57950,57900,57900,19399
2025-06-13 04:36:00+00:00,57900,57950,57900,57900,10367
2025-06-13 04:37:00+00:00,57900,57950,57900,57900,18330
2025-06-13 04:38:00+00:00,57900,57950,57900,57950,11048
2025-06-13 04:39:00+00:00,57900,57950,57900,57900,16659
2025-06-13 04:40:00+00:00,57900,57950,57900,57900,12877
2025-06-13 04:41:00+00:00,57950,57950,57900,57900,13449
2025-06-13 04:42:00+00:00,57900,57950,57800,57900,51395
2025-06-13 04:43:00+00:00,57800,57900,57800,57900,17640
2025-06-13 04:44:00+00:00,57850,57900,57800,57900,21733
2025-06-13 04:45:00+00:00,57850,57850,57800,57850,49963
2025-06-13 04:46:00+00:00,57850,57850,57800,57850,46671
2025-06-13 04:47:00+00:00,57800,57850,57800,57850,15802
2025-06-13 04:48:00+00:00,57850,57850,57800,57800,12960
2025-06-13 04:49:00+00:00,57850,57850,57800,57800,16673
2025-06-13 04:50:00+00:00,57800,57850,57800,57800,23877
2025-06-13 04:51:00+00:00,57850,57850,57800,57800,11235
2025-06-13 04:52:00+00:00,57850,57850,57800,57800,11597
2025-06-13 04:53:00+00:00,57850,57850,57800,57850,23655
2025-06-13 04:54:00+00:00,57800,57900,57800,57850,23481
2025-06-13 04:55:00+00:00,57850,57900,57800,57800,47065
2025-06-13 04:56:00+00:00,57700,57900,57700,57850,105170
2025-06-13 04:57:00+00:00,57700,57800,57700,57750,10554
2025-06-13 04:58:00+00:00,57750,57800,57700,57700,71433
2025-06-13 04:59:00+00:00,57700,57800,57700,57750,21115
2025-06-13 05:00:00+00:00,57750,57800,57700,57700,39233
2025-06-13 05:01:00+00:00,57750,57750,57700,57700,17898
2025-06-13 05:02:00+00:00,57750,57750,57700,57700,12868
2025-06-13 05:03:00+00:00,57750,57750,57700,57700,19730
2025-06-13 05:04:00+00:00,57800,57800,57700,57700,23095
2025-06-13 05:05:00+00:00,57800,57900,57700,57750,98504
2025-06-13 05:06:00+00:00,57800,57900,57800,57800,23019
2025-06-13 05:07:00+00:00,57800,57900,57700,57850,92581
2025-06-13 05:08:00+00:00,57800,57900,57800,57800,9835
2025-06-13 05:09:00+00:00,57800,57850,57800,57800,10074
2025-06-13 05:10:00+00:00,57850,57900,57800,57800,13070
2025-06-13 05:11:00+00:00,57800,57900,57800,57850,12951
2025-06-13 05:12:00+00:00,57850,57900,57800,57800,11804
2025-06-13 05:13:00+00:00,57800,57900,57800,57850,13409
2025-06-13 05:14:00+00:00,57800,57900,57800,57900,12113
2025-06-13 05:15:00+00:00,57800,57900,57800,57900,12388
2025-06-13 05:16:00+00:00,57800,57900,57800,57850,27657
2025-06-13 05:17:00+00:00,57900,58000,57800,57800,98482
2025-06-13 05:18:00+00:00,57900,58000,57900,57900,12350
2025-06-13 05:19:00+00:00,57900,58000,57800,57900,39575
2025-06-13 05:20:00+00:00,57850,57900,57800,57850,9927
2025-06-13 05:21:00+00:00,57850,58000,57800,57850,70183
2025-06-13 05:22:00+00:00,57900,58000,57800,57900,18771
2025-06-13 05:23:00+00:00,57800,57900,57800,57900,66593
2025-06-13 05:24:00+00:00,57800,57900,57800,57800,11960
2025-06-13 05:25:00+00:00,57800,57900,57800,57800,10511
2025-06-13 05:26:00+00:00,57900,58000,57800,57900,38098
2025-06-13 05:27:00+00:00,58000,58000,57900,57900,12921
2025-06-13 05:28:00+00:00,57900,58000,57800,57900,48752
2025-06-13 05:29:00+00:00,57900,58000,57850,57900,40551
2025-06-13 05:30:00+00:00,57900,57950,57900,57900,12885
2025-06-13 05:31:00+00:00,57900,57950,57900,57900,9807
2025-06-13 05:32:00+00:00,58000,58000,57900,57950,12711
2025-06-13 05:33:00+00:00,57900,58000,57900,58000,12328
2025-06-13 05:34:00+00:00,58000,58000,57900,57900,74754
2025-06-13 05:35:00+00:00,58050,58100,57900,57900,16069
2025-06-13 05:36:00+00:00,58000,58100,58000,58050,21756
2025-06-13 05:37:00+00:00,58000,58050,58000,58000,20980
2025-06-13 05:38:00+00:00,58100,58100,58000,58050,68987
2025-06-13 05:39:00+00:00,58000,58100,57900,58000,47283
2025-06-13 05:40:00+00:00,58050,58050,58000,58050,11246
2025-06-13 05:41:00+00:00,57900,58050,57900,58050,38175
2025-06-13 05:42:00+00:00,57950,58000,57900,57900,18827
2025-06-13 05:43:00+00:00,57900,58000,57900,57950,23562
2025-06-13 05:44:00+00:00,57900,58000,57900,57900,22665
2025-06-13 05:45:00+00:00,57900,58000,57900,57900,20563
2025-06-13 05:46:00+00:00,57950,58000,57900,57900,20220
2025-06-13 05:47:00+00:00,57900,58000,57900,58000,30938
2025-06-13 05:48:00+00:00,58000,58000,57900,57950,22904
2025-06-13 05:49:00+00:00,57900,58000,57900,58000,29803
2025-06-13 05:50:00+00:00,57900,58000,57900,57950,56267
2025-06-13 05:51:00+00:00,58000,58000,57900,58000,17580
2025-06-13 05:52:00+00:00,58000,58100,57950,58000,92755
2025-06-13 05:53:00+00:00,58050,58100,58000,58050,16541
2025-06-13 05:54:00+00:00,58000,58050,58000,58000,11930
2025-06-13 05:55:00+00:00,58050,58100,58000,58000,35403
2025-06-13 05:56:00+00:00,58050,58100,58000,58000,16289
2025-06-13 05:57:00+00:00,58050,58050,58000,58000,19654
2025-06-13 05:58:00+00:00,58050,58050,58000,58050,26551
2025-06-13 05:59:00+00:00,58000,58050,58000,58000,24131
