Date,Close,High,Low,Open,Volume
2022-06-16,128.0063477,130.2995587,127.0024493,129.994456,108123900
2022-06-17,129.4826813,130.9786849,127.7603136,128.0162178,134520300
2022-06-21,133.7246246,134.8958371,131.2149008,131.3133128,81000500
2022-06-22,133.2128296,135.5847643,131.7955648,132.6616594,73409200
2022-06-23,136.086731,136.4016704,133.488417,134.6596294,72433800
2022-06-24,139.423172,139.6692245,137.563016,137.690953,89116800
2022-06-27,139.423172,141.2242778,138.7440648,140.4467436,70207900
2022-06-28,135.2698212,141.1553926,135.1517208,139.8857683,67083400
2022-06-29,137.0315552,138.44882,134.51198,135.2895143,66242400
2022-06-30,134.5611877,136.1851282,131.6577713,135.0828178,98964500
2022-07-01,136.7362976,136.8445613,133.5179415,133.8919311,71051600
2022-07-05,139.3247528,139.3739663,134.7678561,135.5946038,73353800
2022-07-06,140.6633148,141.844364,138.8523717,139.1181127,74064300
2022-07-07,144.0391541,144.2359931,141.0176218,141.0274585,66253700
2022-07-08,144.7182007,145.2201573,142.7104193,142.9663085,64547800
2022-07-11,142.5825043,144.3245603,141.5097189,143.3698753,63141600
2022-07-12,143.5568848,146.1059853,142.759677,143.4584577,77588800
2022-07-13,143.1927185,144.1375517,139.8759206,140.7321935,71185600
2022-07-14,146.1256714,146.598088,140.9880936,141.8049897,78140700
2022-07-15,147.7988129,148.4779202,145.859918,147.4149716,76259900
2022-07-18,144.7477875,149.176733,144.3836195,148.3598368,81420900
2022-07-19,148.6156921,148.8420562,144.5902773,145.5843239,82982400
2022-07-20,150.6235046,151.2927753,147.9956655,148.7338231,64823400
2022-07-21,152.8970184,153.1135458,149.540859,152.060434,65086600
2022-07-22,151.6569214,153.8123438,150.9876658,152.9363974,66675400
2022-07-25,150.5349121,152.5919073,149.8754932,151.5781723,53623900
2022-07-26,149.2062531,150.6727164,148.418882,149.8558203,55138700
2022-07-27,154.3143005,154.8457824,149.7574178,150.1707843,78620700
2022-07-28,154.865448,155.1508623,151.9718682,154.5012801,81378700
2022-07-29,159.943985,161.0463106,156.9815179,158.6940489,101786900
2022-08-01,158.9597473,161.0069059,158.3495419,158.4676423,67829400
2022-08-02,157.4834137,159.8455264,157.1094242,157.572004,59907000
2022-08-03,163.5068207,163.9595489,158.2117658,158.3003411,82507500
2022-08-04,163.191864,164.5500787,161.8336494,163.388703,55474100
2022-08-05,162.9651947,163.4579833,160.6490823,160.8560601,56697000
2022-08-08,162.4920959,165.3896951,161.8317611,163.9704616,60276900
2022-08-09,162.5413818,163.4284103,160.8954698,161.6543684,63135500
2022-08-10,166.7990875,166.8976362,164.4928255,165.2615745,70170500
2022-08-11,166.059906,168.523849,165.7642298,167.6072544,57149200
2022-08-12,169.6178436,169.6868262,166.9567731,167.3707288,68039400
2022-08-15,170.6921082,170.8892206,168.8786498,169.0461961,54091700
2022-08-16,170.5344086,171.2046088,169.1841727,170.2880143,56377100
2022-08-17,172.032486,173.6094003,170.0810475,170.2781599,79542000
2022-08-18,171.6382599,172.3774428,170.6231166,171.244035,62290100
2022-08-19,169.0462036,171.2341862,168.8392258,170.5344198,70346300
2022-08-22,165.1531982,167.4101637,164.7293922,167.2426173,69026800
2022-08-23,164.8180695,166.2767345,164.2464329,164.6702389,54147100
2022-08-24,165.1137238,165.6853603,163.8521863,164.906761,53841500
2022-08-25,167.5776825,167.6860966,165.9219201,166.3457111,51218200
2022-08-26,161.2601471,168.582994,161.2010149,168.1099211,78961000
2022-08-29,159.0524292,160.5504955,157.5149314,158.8257356,73314000
2022-08-30,156.6180725,160.2154232,155.4452333,159.7916322,77906200
2022-08-31,154.9524536,158.2639937,154.8736056,157.9978837,87991100
2022-09-01,155.681778,156.135135,152.4392206,154.3808089,74229900
2022-09-02,153.5627747,158.0471537,152.7348935,157.4459511,76957800
2022-09-06,152.3012238,154.8242987,151.4733426,154.2132457,73714800
2022-09-07,153.7105865,154.4103378,151.3944747,152.5870294,87449600
2022-09-08,152.2322388,154.1048292,150.4778978,152.4096354,84923800
2022-09-09,155.1002655,155.5437872,152.5180583,153.227675,68028800
2022-09-12,161.0728455,161.8908762,157.0024226,157.2882333,104956000
2022-09-13,151.6211853,158.2245492,151.1579628,157.5937804,122656600
2022-09-14,153.0699768,154.8341682,151.3944987,152.5574725,87965400
2022-09-15,150.1723785,153.0009951,149.1966668,152.4194931,90481100
2022-09-16,148.526474,149.1671082,146.2300774,149.029128,162278800
2022-09-19,152.2519379,152.3307858,146.9495436,147.1565063,81474200
2022-09-20,154.6370544,155.8000433,150.8721574,151.1875343,107689800
2022-09-21,151.5029297,156.4505315,151.3846652,155.0707144,101696800
2022-09-22,150.5370331,152.242077,148.7334254,150.1822248,86652500
2022-09-23,148.2603607,149.2853694,146.4173363,149.009409,96029900
2022-09-26,148.595459,151.5521902,147.4817521,147.5014678,93339400
2022-09-27,149.5711823,152.4884972,147.78729,150.5370587,84442700
2022-09-28,147.6788788,148.4673435,142.750993,145.510612,146691400
2022-09-29,140.4250336,144.6038863,138.6509916,143.9928332,128138200
2022-09-30,136.2067719,141.0361094,136.0096594,139.2423516,124925300
2022-10-03,140.3954773,141.0065454,135.704135,136.2166393,114311700
2022-10-04,143.9928284,144.1110928,142.179355,142.9382536,87830100
2022-10-05,144.2884979,145.2543744,140.9473918,141.9921163,79471000
2022-10-06,143.332489,145.4120576,143.1255262,143.7070132,68402200
2022-10-07,138.0694733,141.0360696,137.4387046,140.4841338,85925600
2022-10-10,138.3947449,139.8435445,136.5714361,138.3947449,74899000
2022-10-11,136.9755249,139.3113533,136.2264916,137.8822542,77033700
2022-10-12,136.3447418,138.3356119,136.1673451,137.1233562,70433700
2022-10-13,140.9276733,141.5190106,132.4319886,133.0430566,113224000
2022-10-14,136.3841705,142.4356136,136.1969085,142.2286358,88598000
2022-10-17,140.3560486,140.8389718,138.246914,139.0353788,85250900
2022-10-18,141.6766968,144.584146,138.5819855,143.3916062,99136600
2022-10-19,141.7850952,142.8593704,139.4591331,139.6463951,61758300
2022-10-20,141.3218842,143.7858266,140.5925518,140.9572255,64522000
2022-10-21,145.1459656,145.7176022,140.5925885,140.8094167,86548600
2022-10-24,147.2944946,148.0632436,143.8942566,145.0670958,75981900
2022-10-25,150.1428223,150.2906679,147.2058065,147.9252736,74732300
2022-10-26,147.1959381,149.7978609,145.9048195,148.7827178,88194300
2022-10-27,142.7115936,146.9002971,142.0512587,145.9344356,109180200
2022-10-28,153.4938049,155.2284155,145.688035,146.0625441,164762400
2022-10-31,151.1283875,152.0154159,149.7288698,150.9509908,97943200
2022-11-01,148.4771729,153.2079456,146.9791066,152.8432869,80379300
2022-11-02,142.9382477,149.9752677,142.9086816,146.8017082,93604600
2022-11-03,136.8769531,140.7404136,136.7488233,140.0110811,97918500
2022-11-04,136.6104126,140.8455458,132.6615643,140.272961,140814800
2022-11-07,137.1435089,137.3705635,133.9350695,135.3566573,83374600
2022-11-08,137.7160645,139.6213763,135.7317739,138.6144309,89908500
2022-11-09,133.1452789,136.778227,132.8688608,136.7288633,74917800
2022-11-10,144.9918365,144.9918365,137.7160882,139.4338427,118854000
2022-11-11,147.7856445,148.0916779,142.5238024,143.9552719,93979700
2022-11-14,146.3838043,148.3582285,145.544668,147.0649831,73374100
2022-11-15,148.1213074,151.6259136,146.6602376,150.2734377,89868300
2022-11-16,146.8872681,147.9534588,145.4064501,147.2229316,64218300
2022-11-17,148.792572,149.5428476,144.2810066,144.5574247,80389400
2022-11-18,149.3553162,150.7472889,148.052204,150.3622768,74829600
2022-11-21,146.1172791,148.4471006,145.8309941,148.2397944,58724100
2022-11-22,148.2595215,148.4964578,145.0510818,146.2357485,51804100
2022-11-23,149.1381073,149.8883829,147.4302199,147.5388138,58301400
2022-11-25,146.2159882,146.9761457,145.2386427,146.4134276,35195900
2022-11-28,142.3757629,144.764815,141.5465082,143.2839965,69246000
2022-11-29,139.3647308,142.9581823,138.5552247,142.4448278,83763800
2022-11-30,146.1370087,146.8181874,138.7526662,139.5917875,111380900
2022-12-01,146.4134216,147.2229428,144.7351641,146.3147095,71250400
2022-12-02,145.9198303,146.107403,143.7874484,144.0934968,65447400
2022-12-05,144.7549286,148.9900623,143.9059255,145.8803499,68826400
2022-12-06,141.082489,145.4163497,140.1051436,145.1892951,64727200
2022-12-07,139.1376648,141.5365828,138.2096831,140.3716798,69721100
2022-12-08,140.8257904,141.6846751,139.2956238,140.5395055,62128300
2022-12-09,140.3420715,143.7084683,139.0981747,140.5197625,76097000
