Ticker,Price,DollarVol($M),SMA20,SMA50,SMA200,ATR_PCT,RVOL,RET5,RET20,RET63,RSI_14,MACD,MACD_Signal,MACD_Histogram,BB_Position,High_52W_Ratio,Low_52W_Ratio,Momentum_12M,Volatility_21D,Name,Sector,Industry,MktCap($B),RevYoY,OpMarginTTM,OperatingMargins(info),ROE(info),ROA(info),EV_EBITDA,PE,PEG,FCF_Yield,PB,PS,DivYield,PayoutRatio,EPS_Growth_3Y,Revenue_Growth_3Y,EBITDA_Growth_3Y,Beta,ShortPercent,InsiderOwnership,InstitutionOwnership,CreatedAtUTC,Source
CANG,3.83,1.62,4.314999961853028,4.511999959945679,4.450699989795685,0.061544218047872384,0.9807500829737803,-0.08373203803974294,-0.16008772548986394,-0.13738741568762014,30.952390863956538,-0.15133982269071655,-0.11649294200136241,-0.03484688068935414,0.043209572876027405,0.47874999046325684,1.6652173926564382,0.6652173926564382,0.03237875405914043,CANG,,,,,,,,,,,,,,,,,,,,,,,,2025-10-31T07:02:40Z,us_all
VTLE,15.14,8.78,15.938000011444093,16.476800060272218,19.567149920463564,0.047697671606638924,0.8395866756369784,-0.057871771572030384,-0.06485485831368942,-0.1046717634571851,48.113208735443635,-0.376375938865225,-0.3281903217234451,-0.048185617141779935,0.24923254218416419,0.414453896776565,1.1646154110248272,-0.42477201676031906,0.03769204909841389,VTLE,,,,,,,,,,,,,,,,,,,,,,,,2025-10-31T07:02:40Z,us_all
ATO,173.35,121.97,175.50750045776368,169.73534698486327,156.20569076538087,0.013902517435408903,0.9384393453806414,-0.01365572629578593,0.026650872593046993,0.1183574104062175,41.24236956861432,1.4106714020057893,2.2633324228895235,-0.8526610208837342,0.24614575368985353,0.9674089164667529,1.2919951716785787,0.26214939217626565,0.00920672702921804,ATO,,,,,,,,,,,,,,,,,,,,,,,,2025-10-31T07:02:40Z,us_all
PHAT,13.31,16.53,12.836000013351441,12.254799976348878,7.957375005483628,0.07836749611900014,2.038875219966738,-0.022042560222502505,0.12605759418461981,0.5940119534789694,65.5532435976896,0.5063892003263284,0.5099337579178271,-0.0035445575914987426,0.6194185042018024,0.7027455144831101,5.812227354295012,-0.2297453766941654,0.039918966421298045,PHAT,,,,,,,,,,,,,,,,,,,,,,,,2025-10-31T07:02:40Z,us_all
XT,74.61,8.71,73.76589965820312,71.37499938964844,64.09552827835083,0.012374149928361127,0.9689856065798492,0.0077525322860743096,0.01377717336939055,0.14403552616617898,71.05469828293087,1.0135509478883478,0.9860837981622013,0.0274671497261465,0.7044353696132257,0.9890508483352467,1.50145581157062,0.23755160363548744,0.01185088761232409,XT,,,,,,,,,,,,,,,,,,,,,,,,2025-10-31T07:02:40Z,us_all
RH,175.45,162.97,185.027498626709,207.7021990966797,235.0925499725342,0.05150429373746561,0.9355403041313417,-0.02846225978116368,-0.1390647101013427,-0.12607092175294887,51.50289156270514,-6.810538475489665,-8.20625849368092,1.3957200181912555,0.25077274757185425,0.3860116192666824,1.2045173179813815,-0.43747996030268665,0.035205039756081816,RH,,,,,,,,,,,,,,,,,,,,,,,,2025-10-31T07:02:40Z,us_all
BUI,26.58,1.86,26.61665620803833,26.480431900024413,24.12269792556763,0.013650854019299526,1.1841072829731079,0.007581530299549888,0.0013600257763219936,0.02656101369803876,58.617514276317756,0.031319057751208135,0.044441646152332266,-0.013122588401124131,0.46362560241889816,0.979695101375102,1.3321227941898328,0.21514642150002783,0.009362306925902909,BUI,,,,,,,,,,,,,,,,,,,,,,,,2025-10-31T07:02:40Z,us_all
TERN,8.16,14.39,8.216999983787536,7.716400012969971,4.92535001039505,0.08346463190541528,1.1724937824877422,0.08799997965494799,0.0161893049519215,0.4917733382812819,50.12285294387802,0.12302005612980871,0.17752241766851554,-0.05450236153870683,0.450455968919672,0.9466357257245905,4.079999923706055,0.18604646972091032,0.04110379540771382,TERN,,,,,,,,,,,,,,,,,,,,,,,,2025-10-31T07:02:40Z,us_all
CCII,10.34,1.6,10.34000015258789,10.34000015258789,,0.02,1.0,0.0,0.0,,,,,,,,,,,CCII,,,,,,,,,,,,,,,,,,,,,,,,2025-10-31T07:02:40Z,us_all
DRV,25.97,4.57,24.489999961853027,24.34539134979248,25.547709102630616,0.036443154897623724,1.365172208183083,0.11698921777868776,0.07669976823184443,0.021570402684881085,47.43130011918082,0.07370462122328547,-0.11398564012508546,0.1876902613483709,0.822368924233707,0.7116312585172784,1.2008164744071017,0.09209457436913904,0.029902779066679656,DRV,,,,,,,,,,,,,,,,,,,,,,,,2025-10-31T07:02:40Z,us_all
SJT,5.65,1.39,5.769499993324279,5.820000009536743,5.648349995613098,0.03969657218471097,0.7352313601170518,0.02355074545110747,-0.10883281397695421,-0.03253425552330913,43.589746097761854,-0.12777043034877433,-0.10702964269009757,-0.020740787658676763,0.41532405526676275,0.8025568360770661,1.5437158368495187,0.3950616862421066,0.029598667741560593,SJT,,,,,,,,,,,,,,,,,,,,,,,,2025-10-31T07:02:40Z,us_all
EVGO,3.86,15.53,4.392000007629394,4.309600009918213,3.5539500069618226,0.06467431937383691,1.0370920950905986,-0.053921576648068514,-0.21703853356996583,0.16969695480949154,38.918920312160694,-0.12133305802028271,-0.04879654689052679,-0.07253651112975593,0.08540929310312008,0.4611708420397419,1.6286920175041497,-0.5388291579602581,0.040339851174003793,EVGO,,,,,,,,,,,,,,,,,,,,,,,,2025-10-31T07:02:40Z,us_all
BTAI,2.02,2.06,2.4044999837875367,3.044399981498718,2.6403849977254867,0.08196606571807545,0.8105330135578288,-0.10619469493340472,-0.2348485224776783,0.4744525356903475,25.47169768882415,-0.2278629098388283,-0.22430897085065615,-0.003553938988172134,0.055435732510671486,0.17294519932772495,1.7118644667096425,-0.8224332006745804,0.04148430072154962,BTAI,,,,,,,,,,,,,,,,,,,,,,,,2025-10-31T07:02:40Z,us_all
PTRB,42.4,3.48,42.44049968719482,42.153978729248045,40.92227783203125,0.0029514740963942606,0.8238515363553393,-0.004110375429819846,0.0033129013229129534,0.023484918732400217,55.85592087401496,0.12912279530601722,0.1530378971149354,-0.023915101808918177,0.4478046205523192,0.993206907702999,1.0841497526332675,0.06726321247503453,0.002116247064838574,PTRB,,,,,,,,,,,,,,,,,,,,,,,,2025-10-31T07:02:40Z,us_all
IEMG,68.39,730.57,67.18200035095215,65.42140007019043,58.37043878555298,0.013086715393349452,0.9123481678100546,0.011536736758695598,0.02456927924566954,0.14173618777123997,74.44309089250353,0.9152419943058447,0.8100128195980081,0.10522917470783666,0.7597110549253728,0.9891524442201212,1.4500877549226108,0.254901900395047,0.013002183999418269,IEMG,,,,,,,,,,,,,,,,,,,,,,,,2025-10-31T07:02:40Z,us_all
CCAP,14.23,3.35,13.99449987411499,14.622609672546387,15.069578537940979,0.026423060012301547,0.5538068906848149,-0.002803147459296773,-0.005590557304995136,0.0411044505482161,63.63636363636363,-0.02091113897161101,-0.12003706831188847,0.09912592934027746,0.6604031835417641,0.7797132084495099,1.0688903666498872,-0.12610061497039005,0.017803541688667292,CCAP,,,,,,,,,,,,,,,,,,,,,,,,2025-10-31T07:02:40Z,us_all
ARX,11.35,11.29,13.377999973297118,17.10359992980957,,0.05910634345722905,0.5402063721030754,-0.08467736043245133,-0.17213710066453225,-0.5774385657647545,19.67964405476927,-1.367972291616395,-1.4444695825137257,0.0764972908973307,0.05397272364607623,0.377703849239098,1.0,,0.03514295982393455,ARX,,,,,,,,,,,,,,,,,,,,,,,,2025-10-31T07:02:40Z,us_all
